% Model,Relay.mph
% Version,COMSOL 5.5.0.359
% Date,"May 15 2020, 08:51"
% Table,Parasitic Extraction (Off) - 
% Ambient Fluid index,Mutual capacitance (F),,,,,,,,,,,,,,,,,,,,,,,,,
2,4.173060901513953E-16,3.222710800909731E-15,4.258386418303303E-17,4.311092185334976E-17,4.252736477016291E-17,4.313224511807883E-17,4.2697987431943486E-17,4.3169104289431785E-17,4.2642435535917013E-17,4.3247514918870535E-17,5.751623783254728E-16,5.745779910631656E-16,5.749760615495006E-16,5.753827077083456E-16,5.755160736944143E-16,5.749585328306806E-16,5.747761273488614E-16,5.750721743029235E-16,5.753972743863024E-16,5.753759228200089E-16,5.746562909489897E-16,5.754697320188087E-16,5.767483168105199E-16,5.743726868973905E-16,5.75313263654919E-16,5.755242719842633E-16
,3.2227128980401857E-15,1.095868203253245E-15,1.3923917581314983E-16,1.4173241821277002E-16,1.3935910181487874E-16,1.418943039907618E-16,1.3931311198072974E-16,1.4177274032328443E-16,1.39496395821198E-16,1.419743380853293E-16,2.369084003062803E-18,2.265301754098687E-18,2.2759678064069906E-18,2.367061149398387E-18,2.3686048830749497E-18,2.2719062007640307E-18,2.2783024523595055E-18,2.3543666963552718E-18,2.3798630035797532E-18,2.2685403772221873E-18,2.278683122708288E-18,2.391445887846878E-18,2.3770657529449703E-18,2.297484739737783E-18,2.271715680535422E-18,2.3557536425688032E-18
,4.258397286979699E-17,1.3923939490109388E-16,-2.252512940413873E-22,1.0141826887589351E-19,4.5693215538107756E-24,7.53703843346193E-24,4.25435829563667E-24,1.4271989083443252E-23,6.916710516085123E-24,1.0358574207285154E-19,1.7276301964276622E-17,2.9570396202811945E-20,-8.433155682513273E-25,-3.437808884013698E-24,-2.5132791091333068E-24,-4.227835156036605E-24,-3.5437656794627704E-24,-3.520524750908016E-24,-3.0556474921046032E-24,-1.3893182762025389E-24,-2.897010316493908E-24,-2.936021431339623E-24,-1.661848951401216E-24,-4.1041951703625873E-25,2.9827805153898013E-20,1.7313547491603263E-17
,4.311090098681115E-17,1.4173252338022071E-16,1.0142003939962937E-19,-7.548827087195808E-24,1.0096919866204203E-19,1.668834132606645E-23,2.013249370537495E-23,2.4696233442974705E-23,1.5899814100030278E-23,2.7624618109974076E-23,2.948406928395698E-20,1.7426514986762146E-17,1.7362840216353562E-17,2.9226443401929046E-20,1.1990909708074013E-24,-2.920551258163446E-24,-1.3729604554772968E-24,-1.4846662757057648E-24,-1.8478430155111705E-24,3.1557060871992215E-25,-1.182987761834688E-24,-9.555439766508217E-25,6.042455891712453E-25,-1.160217657820516E-24,-3.613144914270171E-24,4.908933014656061E-24
,4.252739934514227E-17,1.393592395565782E-16,7.051717053643479E-24,1.0097092375482688E-19,-1.289740048017276E-22,1.011555235152302E-19,6.959677380265895E-24,1.3133545479701301E-23,5.8803871016518105E-24,1.3787417610891388E-23,-2.437110513514882E-24,1.7919307976128182E-25,2.983789383761482E-20,1.7275954494808748E-17,1.732497028664828E-17,3.0560072317060324E-20,9.211218525642169E-25,-2.0419654582069887E-24,-1.9783491169022815E-24,-4.961405159969216E-25,-1.74137585637449E-24,-1.5243015110100011E-24,-2.5949939211106983E-25,-1.1974213394348556E-24,-4.0356329443381674E-24,2.971545343779984E-25
,4.31323106006481E-17,1.418946189812445E-16,1.4066067915314354E-23,1.941545043845193E-23,1.0115571150088212E-19,-3.7203861964388066E-22,1.0337917045770561E-19,1.7963199573347617E-23,9.690908940252112E-24,2.970994497383049E-23,-1.9324500256521952E-24,-7.06822947434219E-25,-1.6223260252469774E-24,1.4337930345031706E-24,2.861292766642217E-20,1.739862380090348E-17,1.740381760557719E-17,2.9626145584998444E-20,1.8879920003275201E-25,9.399261401317007E-25,-7.626578970653962E-25,-3.5568275040187883E-25,9.180403627564747E-25,-2.6692960679450583E-24,-2.3276337085535975E-24,1.5756492043108663E-24
,4.269841671312383E-17,1.3931387549137762E-16,-7.350472848101408E-24,1.663720464057535E-24,-7.189096468622162E-24,1.0334852403366358E-19,-9.02540583043718E-22,1.03077637461691E-19,-6.503580644184095E-24,-1.5047111678166864E-23,4.3093078064191444E-24,4.710533547038722E-24,3.44916569362013E-24,3.768935154355106E-24,4.936938332596368E-24,4.658162825920246E-24,3.032847458297379E-20,1.7373652630546525E-17,1.7362630313762092E-17,3.038073833666557E-20,7.23591822712795E-24,4.358477172756578E-24,6.260019027513218E-24,8.674998375444111E-24,4.892557346533663E-25,6.67668451175431E-24
,4.316912213525714E-17,1.4177290968012526E-16,1.5250624648893637E-23,2.4546687788733037E-23,1.1251162928397498E-23,1.5286824142286208E-23,1.0309560075484819E-19,-1.1479741649664764E-22,1.0174825030540576E-19,2.398934949093657E-23,-1.2070810274899228E-24,-2.3119457017731015E-25,-1.241153820814098E-24,-1.1773331549888022E-24,1.7269848590086718E-26,-2.129489988058123E-24,-6.484586566793131E-25,2.0224262502171098E-24,3.0522960572478424E-20,1.7409889842469377E-17,1.7376064848802828E-17,2.9788065271611517E-20,3.879223136629292E-24,-8.480845624537143E-26,-2.9754789283635444E-24,3.060365252018669E-24
,4.2642433219386826E-17,1.3949646701661532E-16,9.206645664229537E-24,1.7329775748444702E-23,5.089373673150793E-24,8.075511377854283E-24,1.0214649465860574E-23,1.0174961956388447E-19,-1.330053132597172E-24,1.0183202684829721E-19,4.0750566936905504E-25,1.4412901933166845E-24,3.597036628588935E-25,6.514394136759203E-25,1.9133509447318165E-24,-2.752756160211917E-25,1.448989952081843E-24,1.6000434615399955E-24,9.20512341405215E-25,5.0109442085005824E-24,2.981118644625589E-20,1.730055641967553E-17,1.732409857916677E-17,3.055816496644537E-20,5.179127361770671E-25,3.9335025377328096E-24
,4.3247881882895634E-17,1.4197503881330086E-16,1.0357866244588357E-19,1.2706090592641902E-23,1.6921657345845828E-24,3.8885268219701064E-24,-3.761340598052335E-24,1.1307060043703205E-23,1.018185249899167E-19,-8.289430114232145E-22,-4.2942608301972755E-26,-9.731184748327969E-25,-2.0743523907151916E-24,-1.9198162849544523E-24,-8.386594244634705E-25,-2.7999817860824228E-24,-2.0168421042921044E-24,-1.7945061355371436E-24,-7.80001732759836E-25,-2.4860460296735298E-26,-1.4297780886456398E-24,1.9832371063028793E-24,2.882303355345959E-20,1.7404604889579986E-17,1.74264487913159E-17,2.920118165010579E-20
,5.751626245702428E-16,2.369804950818899E-18,1.7276310761871594E-17,2.9495091748670005E-20,3.064357847922859E-24,6.2820329709698466E-24,2.3650403380955018E-23,8.575285548431455E-24,8.463425431163302E-24,2.0907650315525027E-23,7.475362074056895E-19,2.252436852193578E-19,2.399184386638137E-20,7.682655731125268E-21,3.711169665475025E-21,2.2564067097642106E-21,1.6188688254100324E-21,1.342211375911737E-21,1.2730805832918053E-21,1.3517292086429353E-21,1.628678496938935E-21,2.2755009120600915E-21,3.723985258056991E-21,7.648338386281744E-21,2.4094509195946642E-20,2.1635161482070218E-19
,5.745782133364092E-16,2.265959105001029E-18,2.9579739631236287E-20,1.7426531096548434E-17,5.4017306992671644E-24,6.934511614648886E-24,2.4020634113316113E-23,9.282892830048153E-24,9.209852193174773E-24,1.977091021962492E-23,2.2524319144057696E-19,7.262822600192805E-19,2.219804912283769E-19,2.3995647011729562E-20,7.692432317219017E-21,3.691745983895676E-21,2.23706969079862E-21,1.6137107060377096E-21,1.3489308543827329E-21,1.2676514979315164E-21,1.3462591725070995E-21,1.6377111411185634E-21,2.265453102444207E-21,3.672358049806378E-21,7.718123623293745E-21,2.4103464187040596E-20
,5.749762713163084E-16,2.2765784599967772E-18,7.72213190659471E-24,1.7362855252738327E-17,2.984310547123116E-20,5.765663608393964E-24,2.1855602528584664E-23,8.052803481877793E-24,7.940960405927635E-24,1.7758274997242903E-23,2.3991407743768857E-20,2.219805539339688E-19,7.251560225039697E-19,2.2458343818663306E-19,2.402571251385738E-20,7.693454919857973E-21,3.6796476575135774E-21,2.2400492233064248E-21,1.6275657818645802E-21,1.3474700501986504E-21,1.2651269972479463E-21,1.356295931449762E-21,1.632211986496106E-21,2.2317680030765158E-21,3.701825742156778E-21,7.707305296499675E-21
,5.753829461817932E-16,2.3677585354476994E-18,5.4314847221215984E-24,2.923720119102656E-20,1.727595946688237E-17,9.036714529048725E-24,2.316822535851783E-23,8.455926068439595E-24,8.434862613281852E-24,1.889343599445657E-23,7.681858339574182E-21,2.3995306913373875E-20,2.245831159570797E-19,7.461987244610944E-19,2.1646276854171947E-19,2.4129336086603928E-20,7.68480665827027E-21,3.693892401649496E-21,2.264292578512533E-21,1.6312832159737094E-21,1.3496014335510468E-21,1.2805186194516493E-21,1.359609816680189E-21,1.6164721383484344E-21,2.2620231025307966E-21,3.716331116291605E-21
,5.75516095664892E-16,2.3687127680306785E-18,2.4104706360183408E-25,5.028916815194291E-24,1.7324973888366226E-17,2.8616274285349165E-20,1.0038522637257516E-23,3.453117599702018E-24,4.6585427368889454E-24,5.544052441206443E-24,3.7110937559026784E-21,7.692536348061497E-21,2.402581272436025E-20,2.164627787971692E-19,7.465434949281533E-19,2.2542223088530346E-19,2.3891342442488824E-20,7.646126897290825E-21,3.698614898740346E-21,2.2520513099308514E-21,1.6220865002295517E-21,1.357923848545856E-21,1.2786866403782874E-21,1.343698331590514E-21,1.6352219373384704E-21,2.2718818042603123E-21
,5.749586851283077E-16,2.2723913421914476E-18,4.422003512430397E-24,5.5606905276235596E-24,3.056481397255403E-20,1.73986300895617E-17,2.4928378640271783E-23,5.541336222088874E-24,6.331272153235024E-24,1.8184075386981735E-23,2.2562226382847403E-21,3.692054664663001E-21,7.693792062317663E-21,2.412990515780074E-20,2.254220739398923E-19,7.251574694255525E-19,2.226152362505922E-19,2.3968540730074052E-20,7.670636050192206E-21,3.6864251129343754E-21,2.2387352565865066E-21,1.6298145028343954E-21,1.3536226060287187E-21,1.256974493404016E-21,1.3515507059186732E-21,1.6343727027784172E-21
,5.747757145330614E-16,2.2772006502875256E-18,-1.2460701557673174E-23,-1.1773687967297875E-23,-3.961047962342891E-24,1.740381280597208E-17,3.030773966353446E-20,-1.0229300221600228E-23,-6.075927337174299E-24,-2.2999748821092953E-23,1.6205880845596898E-21,2.238430943457601E-21,3.680982544740163E-21,7.685769480699828E-21,2.3891796404334314E-20,2.226168427085855E-19,7.261735406728765E-19,2.261136924092458E-19,2.4019278437820786E-20,7.683722979583562E-21,3.675858310781163E-21,2.2541252708991228E-21,1.627808806070196E-21,1.3354836284746355E-21,1.2628740204966354E-21,1.3469284808987268E-21
