% Model,Relay.mph
% Version,COMSOL 5.5.0.359
% Date,"May 11 2020, 09:51"
% Table,Table 1 - Max Displacement
% Time,Total displacement (nm)
1.75,47.103595305853055
1.76,47.54407457413317
1.77,47.98455436450726
1.78,48.425034662728216
1.79,48.86551545506265
1.8,49.3059967282679
1.81,49.74647846957034
1.82,50.18696066664474
1.83,50.627443307594824
1.84,51.06792638093473
1.85,51.508409875571516
1.86,51.94889378078842
1.87,52.3893780862291
1.8800000000000001,52.82986278188264
1.8900000000000001,53.27034785806919
1.9000000000000001,53.71083330542642
1.9100000000000001,54.151319114896665
1.92,54.59180527771455
1.93,55.03229178539535
1.94,55.47277862972383
1.95,55.91326580274361
1.96,56.35405282074163
1.97,56.794854716694076
1.98,57.23565705009646
1.99,57.676459810918885
2,58.11726298943584
2.0100000000000002,58.55806657621453
2.02,58.99887056210413
2.0300000000000002,59.43967493822522
2.04,59.880479695959856
2.05,60.32128482694198
2.06,60.762090323048305
2.07,61.18597388436496
2.08,61.60100351984024
2.09,62.016034075315034
2.1,62.431065532441366
2.11,62.846097873355895
2.12,63.26113108066405
2.13,63.676314698595306
2.14,64.09152121191464
2.15,64.50694653493375
2.16,64.92247766056714
2.17,65.33800994219897
2.18,65.75354335791309
2.19,66.16907788634381
2.2,66.58461350665874
2.21,67.00015019854226
2.22,67.41568794217959
2.23,67.83122671824137
2.24,68.24676650786908
2.25,68.66230729266059
2.2600000000000002,69.07784905465655
2.27,69.49339177632712
2.2800000000000002,69.90893544055923
2.29,70.32448003064421
2.3000000000000003,70.74002553026604
2.31,71.15557192348967
2.32,71.57111919475025
2.33,71.98666732884222
2.34,72.40221631090901
2.35,72.81776612643328
2.36,73.23331676122704
2.37,73.6488682014226
2.38,74.06442043346337
2.39,74.47997344409538
2.4,74.89552722035866
2.41,75.31108174957943
2.42,75.72663701936192
2.43,76.14219301758104
2.44,76.5609588467396
2.45,76.98048791031736
2.46,77.40001777811258
2.47,77.81954843711851
2.48,78.23907987460737
2.49,78.65861207812286
2.5,79.07814503547296
2.5100000000000002,79.49767873472312
2.52,79.91721316418929
2.5300000000000002,80.3367483124314
2.54,80.75628416824719
2.5500000000000003,81.17582072066601
2.56,81.59535795894263
2.57,82.01489587255185
2.58,82.43443445118264
2.59,82.85397368473281
2.6,83.27367146021275
2.61,83.69363812888635
2.62,84.11360543216504
2.63,84.53357336059062
2.64,84.9535419048918
2.65,85.37351105597973
2.66,85.79348080494356
2.67,86.21345114304602
2.68,86.63342206171932
2.69,87.0533935525608
2.7,87.47336560732944
2.71,87.89333821794148
2.72,88.31331137646703
2.73,88.73328507512625
2.74,89.15325930628597
2.75,89.57323406245611
2.7600000000000002,89.99320933628647
2.77,90.41318512056327
2.7800000000000002,90.83316140820622
2.79,91.2533038131103
2.8000000000000003,91.67367478583644
2.81,91.97192249197283
2.82,91.99909325943268
2.83,92.02626530488526
2.84,92.05343862719887
2.85,92.08061322524308
2.86,92.10876512901307
2.87,92.13750423675177
2.88,92.16624463006443
2.89,92.19498630774876
2.9,92.22372926860395
2.91,92.2532902774571
2.92,92.28361547037106
2.93,92.31394195123809
2.94,92.34426971878929
2.95,92.37459877175735
2.96,92.40492910887656
2.97,92.43526072888285
2.98,92.46559363051372
2.99,92.49592781250831
3,92.509708514958
3.0100000000000002,92.5171822258687
3.02,92.52504046139342
3.0300000000000002,92.53598761446622
3.04,92.5469349578841
3.0500000000000003,92.55788249157953
3.06,92.56883021548506
3.0700000000000003,92.57977812953315
3.08,92.59072623365637
3.09,92.60167452778728
3.1,92.61262301185855
3.11,92.62357168580279
3.12,92.63452054955268
3.13,92.64546960304091
3.14,92.65641884620024
3.15,92.66736827896344
3.16,92.67831790126327
3.17,92.68926771303262
3.18,92.67985552107247
3.19,92.54289766609392
3.2,92.4059952339888
3.21,92.26914847145477
3.22,92.13235762655451
3.23,91.99562294872447
3.24,91.85894468878354
3.25,91.72232309894184
3.2600000000000002,91.5857584328095
3.27,91.44925094540555
3.2800000000000002,91.31280089316698
3.29,91.17640853395754
3.3000000000000003,91.04007412707695
3.31,90.90379793326994
3.3200000000000003,90.76758021473555
3.33,90.63142123513623
3.34,90.49532125960724
3.35,90.35928055476602
3.36,90.22329938872154
3.37,90.08737803108386
3.38,89.95151675297376
3.39,89.81571582703215
3.4,89.62300140824853
3.41,88.46533077171296
3.42,87.3076903692039
3.43,86.15008141952904
3.44,84.99250520786364
3.45,83.83496309032695
3.46,82.67745649894397
3.47,81.51998694702775
3.48,80.36255603502735
3.49,79.20516545688646
3.5,78.04781700696786
3.5100000000000002,76.89051258760107
3.52,75.73325421732163
3.5300000000000002,74.57604403987526
3.54,73.41888433407229
3.5500000000000003,72.26177752458679
3.56,71.17157720465755
3.5700000000000003,70.30354282443446
3.58,69.43557597419407
3.59,68.56767921842979
3.6,67.69985525292734
3.61,66.83210691326113
3.62,65.96443718395719
3.63,65.0968492083859
3.64,64.22934629945136
3.65,63.3631160165089
3.66,62.535688212600235
3.67,61.747484997622216
3.68,61.00379186116803
3.69,60.86351035595541
3.7,60.90710957067498
3.71,60.77304312898795
3.72,60.63708815211935
3.73,60.501135103691986
3.74,60.36521590807187
3.75,60.22931910739789
3.7600000000000002,60.09342230779264
3.77,59.957525509263384
3.7800000000000002,59.821628711817425
3.79,59.685766601442985
3.8000000000000003,59.54991453042112
3.81,59.41406246001353
3.8200000000000003,59.27821039022442
3.83,59.14235832105808
3.84,59.00650625251881
3.85,58.8706541846109
3.86,58.734802117338795
3.87,58.598950050706904
3.88,58.46309798471966
3.89,58.32724591938158
3.9,58.19139385469724
3.91,58.05554179067117
3.92,57.91968972730807
3.93,57.78383766461257
3.94,57.64798560258941
3.95,57.51213354124334
3.96,57.37628148057919
3.97,57.240429420601785
3.98,57.104577361316046
3.99,56.93041497500468
4,56.71877443475508
4.01,56.507133894700864
4.0200000000000005,56.295493354844176
4.03,56.08385281518732
4.04,55.87221227573252
4.05,55.660571736482105
4.0600000000000005,55.44893119743836
4.07,55.23729065860376
4.08,55.02565011998064
4.09,54.8140095815715
4.1,54.60236904337878
4.11,54.390728505404994
4.12,54.179087967652755
4.13,53.9674474301247
4.14,53.7558068928234
4.15,53.54416635575157
4.16,53.33252581891197
4.17,53.12088528230735
4.18,52.90924474594051
4.19,52.697604209814344
4.2,52.485963673931785
4.21,52.27432313829574
4.22,52.062682602909256
4.23,51.851042067775346
4.24,51.639401532897175
4.25,51.42776099827785
4.26,51.21612046392061
4.2700000000000005,51.004312150248644
4.28,50.78489696857842
4.29,50.56548178712262
4.3,50.34606660588403
4.3100000000000005,50.12668663048031
4.32,49.90731958221469
4.33,49.687952534118374
4.34,49.46858548619361
4.3500000000000005,49.249218438442696
4.36,49.02985139086796
4.37,48.81048434347179
4.38,48.5911172962566
4.39,48.37179197315855
4.4,48.15247791769827
4.41,47.933163862323106
4.42,47.71384980703421
4.43,47.49453575183277
4.44,47.27522169671999
4.45,47.05590764169714
4.46,46.83659358676549
4.47,46.61727953192629
4.48,46.39796547718086
4.49,46.1786712436529
4.5,45.959415244189906
4.51,45.74015924476891
4.5200000000000005,45.5209032453905
4.53,45.30164724605535
4.54,45.08239124676407
4.55,44.863135247517285
4.554623294156621,316.62496292873146
