% Model,Relay.mph
% Version,COMSOL 5.5.0.359
% Date,"May 11 2020, 13:22"
% Table,Table 1 - Max Displacement
% Time,Total displacement (nm)
0,0
0.01,0.0015289651013543149
0.02,0.006115860313165124
0.03,0.015285060741104035
0.04,0.024463439547051682
0.05,0.04278347672199862
0.06,0.061140227384711136
0.07,0.07949697804752869
0.08,0.0978537287103921
0.09,0.13442029726978152
0.1,0.1711337192091793
0.11,0.20784714115325192
0.12,0.24456056309989405
0.13,0.2812739850480996
0.14,0.3179874069973269
0.15,0.35470082894725885
0.16,0.3914142508976971
0.17,0.45221081060643753
0.18,0.5133989660653796
0.19,0.5745871215341545
0.2,0.6357752770099236
0.21,0.6969634324908442
0.22,0.7581515879756695
0.23,0.8193397434635246
0.24,0.8805278989537778
0.25,0.9655950113437913
0.26,1.0512493113402472
0.27,1.136903611447984
0.28,1.2225579116436116
0.29,1.3082122119098656
0.3,1.3938665122337275
0.31,1.4795208126051906
0.32,1.565175113016441
0.33,1.6641103401472817
0.34,1.766492727355863
0.35000000000000003,1.8719321483810183
0.36,1.98042860331869
0.37,2.091982092260651
0.38,2.206592615294252
0.39,2.3242601725023375
0.4,2.4449847639632654
0.41000000000000003,2.568766389751001
0.42,2.695605049935263
0.43,2.8255007445816993
0.44,2.9584534737520807
0.45,3.0944632375045042
0.46,3.2335300358936
0.47000000000000003,3.3756538689707356
0.48,3.520834736784211
0.49,3.6690653970970577
0.5,3.8203518533469567
0.51,3.9746944494713206
0.52,4.132093185729034
0.53,4.292548062368622
0.54,4.4560590796283925
0.55,4.622626237736619
0.56,4.792249536911811
0.5700000000000001,4.964928977362994
0.58,5.1406645592900375
0.59,5.319456282883998
0.6,5.501304148327454
0.61,5.686208155794863
0.62,5.8741683054529155
0.63,6.065184597460871
0.64,6.2592570319709
0.65,6.456385609128416
0.66,6.656570329072384
0.67,6.859811191935634
0.68,7.066108197845156
0.6900000000000001,7.2754613469223814
0.7000000000000001,7.487870639283449
0.71,7.703336075039471
0.72,7.921857654296773
0.73,8.143435377157125
0.74,8.368069243717978
0.75,8.595759254072652
0.76,8.826505408310565
0.77,9.060307706517397
0.78,9.297166148775295
0.79,9.537080735163018
0.8,9.780051465756127
0.81,10.02605259765712
0.8200000000000001,10.275106021710409
0.8300000000000001,10.527213910653531
0.84,10.782376265944208
0.85,11.040593089004355
0.86,11.301864381220264
0.87,11.566190143942936
0.88,11.833570378488483
0.89,12.104005086138615
0.9,12.377494268141202
0.91,12.654037925710856
0.92,12.93363606002961
0.93,13.216288672247556
0.9400000000000001,13.501995763483599
0.9500000000000001,13.790757334826123
0.96,14.082573387333769
0.97,14.377443922036147
0.98,14.675368939934586
0.99,14.976348442002886
1,15.280382429188046
1.01,15.587470902410978
1.02,15.897613862567272
1.03,16.21081131052787
1.04,16.527063247139807
1.05,16.846369673226842
1.06,17.168730589590194
1.07,17.494145997009166
1.08,17.822615896241807
1.09,18.15414028802552
1.1,18.488719173077715
1.11,18.82635255209636
1.12,19.16704042576061
1.1300000000000001,19.510782794731334
1.1400000000000001,19.857579659651684
1.1500000000000001,20.207431021147645
1.16,20.560336879828515
1.17,20.916297236287463
1.18,21.275312091101956
1.19,21.637381444834258
1.2,22.00250529803194
1.21,22.370683651228234
1.22,22.741916504942523
1.23,23.11620385968076
1.24,23.493545715935845
1.25,23.873942074188015
1.26,24.257392934905276
1.27,24.643898298543693
1.28,25.033458165547813
1.29,25.42607253635095
1.3,25.821741411375577
1.31,26.220464791033603
1.32,26.622242675726685
1.33,27.027075065846564
1.34,27.434961961775336
1.35,27.84590336388572
1.36,28.259899272541347
1.37,28.676949688097032
1.3800000000000001,29.097054610899
1.3900000000000001,29.520214041285172
1.4000000000000001,29.946427979585383
1.41,30.375696426121596
1.42,30.808019381208158
1.43,31.24339684515202
1.44,31.681828818252892
1.45,32.123209043429846
1.46,32.56762242138173
1.47,33.01508655988153
1.48,33.4656014618576
1.49,33.91916713018878
1.5,34.37578356770525
1.51,34.83545077718913
1.52,35.29816876137522
1.53,35.763937522951665
1.54,36.232757064560715
1.55,36.70462738879943
1.56,37.17954849822037
1.57,37.65752039533238
1.58,38.13854308260124
1.59,38.622616562450375
1.6,39.10974083726165
1.61,39.59991590937599
1.62,40.09314178109414
1.6300000000000001,40.589418454677336
1.6400000000000001,41.08874593234799
1.6500000000000001,41.59112421629043
1.6600000000000001,42.09655330865148
1.67,42.60503321154122
1.68,43.11656392703361
1.69,43.631145457167165
1.7,44.14877780394558
1.71,44.66946096933834
1.72,45.19319495528142
1.73,45.7198999235836
1.74,46.249634509127056
1.75,46.78241338780621
1.76,47.31823656626195
1.77,47.8571040510773
1.78,48.39901584877642
1.79,48.9439719658238
1.8,49.491972408623525
1.81,50.04301718351874
1.82,50.59710629679106
1.83,51.15423975466017
1.84,51.714417563283504
1.85,52.277639728755936
1.86,52.84390625710965
1.87,53.4132171543139
1.8800000000000001,53.98557242627503
1.8900000000000001,54.54761820416518
1.9000000000000001,55.09034943698175
1.9100000000000001,55.63221027227572
1.92,56.17320072087632
1.93,56.71332079545559
1.94,57.25257051044311
1.95,57.79094988194623
1.96,58.32845892767483
1.97,58.86509766687063
1.98,59.40086612024072
1.99,59.93576430989502
2,60.17803121323423
2.0100000000000002,60.286973717797956
2.02,60.3307766280059
2.0300000000000002,60.30943993754673
2.04,60.22296364462335
2.05,60.07134775194142
2.06,60.053963876769
2.07,60.060484174924746
2.08,60.06698508133003
2.09,60.07338315030298
2.1,60.079781219507396
2.11,60.085773998058926
2.12,60.09144170415066
2.13,60.09710941051845
2.14,60.102777117162255
2.15,60.10844482408196
2.16,60.1139217682502
2.17,60.11882577989462
2.18,60.1237297920434
2.19,60.12863380469646
2.2,60.13353781785362
2.21,60.138441831514854
2.22,60.14334584567993
2.23,60.14824986034879
2.24,60.153153875521326
2.25,60.15805789119733
2.2600000000000002,60.16296190737677
2.27,60.168062089444895
2.2800000000000002,60.1732728384733
2.29,60.17848358840873
2.3000000000000003,60.18369433925092
2.31,60.188905090999654
2.32,60.19411584365468
2.33,60.19932659721578
2.34,60.20453735168272
2.35,60.20974810705523
2.36,60.21495886333313
2.37,60.22016962051613
2.38,60.22538037860403
2.39,60.2305911375966
2.4,60.235801897493566
2.41,60.241012658294736
2.42,60.246223419999836
2.43,60.251434182608676
2.44,60.256644946120986
2.45,60.26185571053655
2.46,60.26706647585513
2.47,60.27227724207649
2.48,60.277781318575286
2.49,60.2836920672965
2.5,60.28960281717964
2.5100000000000002,60.295513568224294
2.52,60.30142432043016
2.5300000000000002,60.307335073796885
2.54,60.31324582832416
2.5500000000000003,60.319156584011616
2.56,60.3250673408589
2.57,60.330978098865714
2.58,60.336888858031685
2.59,60.34279961835647
2.6,60.348710379839744
2.61,60.35462114248115
2.62,60.36053190628038
2.63,60.36644267123706
2.64,60.372353437350874
2.65,60.37826420462145
2.66,60.38417497304848
2.67,60.39008574263162
2.68,60.39599651337049
2.69,60.40190728526481
2.7,60.40781805831422
2.71,60.41389075719755
2.72,60.42008740137871
2.73,60.42628404746164
2.74,60.43248069544577
2.75,60.438677345330476
