% Model,Relay.mph
% Version,COMSOL 5.5.0.359
% Date,"May 26 2020, 14:50"
% Table,Contact Force and Resistance - 
% Time (s),Contact 1 Force (N),Contact 2 Force (N),Contact 3 Force (N),Contact 4 Force (N),Contact 5 Force (N),Contact 6 Force (N),Contact 7 Force (N),Contact 8 Force (N),Contact 9 Force (N),Contact 10 Force (N),Contact 11 Force (N),Contact 12 Force (N),Contact 13 Force (N),Contact 14 Force (N),Contact 15 Force (N),Contact 16 Force (N),Total Contact Force (N)
1.9999999999999998E-5,4.2610627565095364E-7,4.4131784785199477E-7,4.170728631221205E-7,4.1598102745162247E-7,4.3899735609636936E-7,4.375930174034566E-7,4.184133671154108E-7,4.059335040641942E-7,4.016324195383071E-7,4.018249549440791E-7,4.0767020200656227E-7,4.119990683714172E-7,4.301258782750206E-7,4.163273518722608E-7,3.987306521883742E-7,3.960184549203568E-7,6.665744240872499E-6
