% Model,Relay.mph
% Version,COMSOL 5.5.0.359
% Date,"May 26 2020, 08:59"
% Table,Contact Force and Resistance - 
% Time (s),Contact 1 Force (N),Contact 2 Force (N),Contact 3 Force (N),Contact 4 Force (N),Contact 5 Force (N),Contact 6 Force (N),Contact 7 Force (N),Contact 8 Force (N),Contact 9 Force (N),Contact 10 Force (N),Contact 11 Force (N),Contact 12 Force (N),Contact 13 Force (N),Contact 14 Force (N),Contact 15 Force (N),Contact 16 Force (N),Total Contact Force (N)
1.9999999999999998E-5,3.687364929935309E-7,3.7777914268202966E-7,4.647153071594648E-7,4.3906812904586103E-7,3.644347475760376E-7,3.69355773004061E-7,4.380414341233029E-7,4.2773356415594484E-7,3.5803707365372406E-7,3.58643104401008E-7,4.557064650994444E-7,4.447383769443591E-7,3.6884723700084863E-7,3.590737708438479E-7,4.3683481463169655E-7,4.3011356529799296E-7,6.461858998613153E-6
