% Model,Relay.mph
% Version,COMSOL 5.5.0.359
% Date,"May 26 2020, 05:51"
% Table,Contact Force and Resistance - 
% Time (s),Contact 1 Force (N),Contact 2 Force (N),Contact 3 Force (N),Contact 4 Force (N),Contact 5 Force (N),Contact 6 Force (N),Contact 7 Force (N),Contact 8 Force (N),Contact 9 Force (N),Contact 10 Force (N),Contact 11 Force (N),Contact 12 Force (N),Contact 13 Force (N),Contact 14 Force (N),Contact 15 Force (N),Contact 16 Force (N),Total Contact Force (N)
1.9999999999999998E-5,4.3421230297845266E-7,4.1808288546895887E-7,4.031731159286154E-7,4.123017839865066E-7,4.214875392897328E-7,4.150188605972062E-7,4.019454787482131E-7,3.8955163586251633E-7,4.097300937242749E-7,4.223251636259962E-7,4.0599122975904667E-7,4.0023215730126804E-7,4.450579567949719E-7,4.146497697294095E-7,3.878609447306547E-7,3.817329028651722E-7,6.563353821390986E-6
