5.2309648499050066E-17,1.4585552920271915E-15,1.3092930731805038E-17,1.0096078931848068E-17,1.3077015170487201E-17,1.0101979191856177E-17,1.3066236241806715E-17,1.0115989973804995E-17,1.3085349040176518E-17,1.0086996661038951E-17,5.904302681349104E-17,5.895712323564444E-17,5.892490764191061E-17,5.884073948003401E-17,5.883473262693075E-17,5.895274133720921E-17,5.900484680673768E-17,5.888338677630436E-17,5.893696857087873E-17,5.886337000368257E-17,5.894280782077372E-17,5.88959809692648E-17,5.899095657367516E-17,5.891323906124722E-17,5.891816542850157E-17,5.909135331096383E-17
1.4585555099404992E-15,2.3164512528027796E-16,1.156683294339608E-16,1.0292409077729611E-16,1.155325190408937E-16,1.0291419150625424E-16,1.15585637352276E-16,1.0298625580967538E-16,1.156364179082037E-16,1.0283147249740974E-16,9.123134552901757E-19,9.07909490358523E-19,8.743058643766298E-19,8.736988612879192E-19,9.23468323130811E-19,9.087914412576382E-19,8.745366880119967E-19,8.731405691044769E-19,9.173764758001575E-19,9.055098487004514E-19,8.707933718585712E-19,8.748219695754206E-19,9.16273389385048E-19,9.181815940894825E-19,8.754503889595035E-19,8.744949887407033E-19
1.3093132857203962E-17,1.1566963752805478E-16,-4.405552777307271E-22,3.9137847255658494E-21,-8.831330376044163E-22,2.0824863017245296E-22,-1.1072475556128048E-21,-2.61267528970207E-24,-9.706964833047864E-22,4.021737564348232E-21,9.058667405005016E-18,9.051362794389236E-18,5.984856567126502E-22,5.1552067104653347E-23,-1.6185731480338207E-22,-1.5457448523698222E-22,5.410053936687644E-23,5.403941470618582E-23,2.6262305348719137E-23,2.4271397178381606E-23,-1.100693998774281E-23,-6.117573513633174E-24,-1.626145697880318E-22,-1.6349536753892286E-22,2.2983465626306211E-23,6.560354565697312E-22
1.0096401683906024E-17,1.0292236826491895E-16,3.900615779487685E-21,1.0441192438757086E-21,4.329318101150153E-21,4.2090614196935974E-22,2.9115621776366824E-22,3.0105762975922485E-22,2.9755395682328734E-22,3.2947620706181285E-22,-8.312136430498806E-23,4.982943858293093E-22,9.101641413858942E-18,9.10920617829756E-18,6.146488470240066E-22,-6.438911695322055E-23,1.0998301048803724E-23,6.586161350088005E-23,-1.0120321000948586E-22,-1.0545802200253541E-22,5.224361880373167E-23,-1.32923277081021E-23,-6.766436312024496E-23,-7.853588800490762E-23,-8.538387230019882E-24,1.9653439407470755E-23
1.3077368684395442E-17,1.1553356545754983E-16,-7.671914288533346E-22,4.2123977087849464E-21,-2.815126629619191E-22,3.478038784924032E-21,-9.9858904487826E-22,-1.0266178291751832E-22,-8.945006398561415E-22,-5.216169674400642E-23,-1.4352568647731395E-22,-1.319112253322291E-22,2.2198234754216672E-23,6.456803275552232E-22,9.029089683741566E-18,9.044601971140671E-18,5.810222042741537E-22,3.5134291473745465E-23,7.300098228796863E-24,3.455792138767795E-24,-1.1422487196059617E-23,-2.5177775532846798E-23,-1.2501559444629194E-22,-1.3177983294846329E-22,-4.9704077440176156E-24,2.137810419766617E-24
1.0101786838883482E-17,1.0291251178899683E-16,1.0739376979859289E-22,4.985481080663742E-22,3.500930920339682E-21,1.3216970934492758E-21,3.990379683337674E-21,2.816922078370435E-22,1.103254020932354E-22,3.110224020534418E-22,-7.430194622621819E-23,-6.786671999230713E-23,7.320762742634516E-23,7.786202448754855E-23,-7.287094074888561E-23,4.753669331699174E-22,9.10017556174952E-18,9.126039127410375E-18,6.08035801676748E-22,-7.56794629869763E-23,5.67890598085426E-23,1.3588287321763196E-23,-9.071415513687765E-23,-9.147035339558233E-23,2.987375526889332E-23,4.5777338039675705E-23
1.3065971097998971E-17,1.1558234140372778E-16,-1.4241889478106232E-22,-3.9588080967240024E-22,-1.0187517210827668E-22,3.4182597709976825E-21,2.4858177157828185E-21,2.9877377535543895E-21,-3.786685918232353E-23,-5.4457821319542235E-22,-4.561427624634623E-23,-3.510588992107438E-23,-1.1689559517750185E-22,-1.1970467796444337E-22,-3.301175060815093E-23,-2.906504182401264E-23,-1.509651619552038E-22,5.085531337957529E-22,9.040455386664807E-18,9.045734714386333E-18,4.747777056950714E-22,-1.375487887327705E-22,-2.1858020154611813E-23,-3.0091139816358624E-23,-1.4624439026923403E-22,-1.2943504604691904E-22
1.0116262633934582E-17,1.0298465915702068E-16,4.3951859424028626E-23,9.211025511226283E-23,6.882169856119039E-23,2.2689336793296785E-23,3.675707766436585E-21,9.19099920242146E-22,4.08624969908421E-21,-3.8998252126944026E-23,2.6467404008646227E-23,7.194615361970833E-24,8.555608274283611E-23,8.93264265928926E-23,1.1809726402182934E-24,-1.8735571558918177E-23,5.82783319364334E-23,5.2702173417736473E-23,-1.2504975269100956E-22,4.531410348157325E-22,9.105825115863058E-18,9.124656431441651E-18,6.15026304907302E-22,-4.831232002854201E-23,5.0253221693461374E-23,3.8839302022505753E-23
1.308566866046307E-17,1.156371705991584E-16,-7.514948816074982E-22,6.845220286605894E-23,-7.972559295983843E-22,-1.067942575845745E-23,-9.362004080372643E-22,3.793344914607814E-21,-1.6154237561605424E-22,3.324912900221415E-21,-1.0747815249762088E-22,-1.0400407400899414E-22,2.670038366859627E-23,2.719824669743022E-23,-1.0853637576622877E-22,-1.0594396841083256E-22,2.1276159883786679E-23,2.8833928194499325E-23,-1.305635404685496E-23,-1.1290297013219816E-23,-1.2590155448594721E-23,6.067445700538676E-22,9.041545051429804E-18,9.026348653866193E-18,5.342430629522116E-22,4.033616848442114E-24
1.0086973090502198E-17,1.0282999654830614E-16,3.985347123948059E-21,3.232435988894562E-22,1.799055030516387E-23,2.4224926834218794E-22,-5.3500807610164784E-24,1.219354887701257E-22,3.489468441449241E-21,1.1102712058883973E-21,6.1826040719647335E-22,-4.834655065288488E-23,5.697786122245712E-23,5.921981403967381E-23,-5.511489087621307E-23,-5.577192246543508E-23,3.6800590690668116E-23,6.240315631545691E-23,-8.209214830028299E-23,-7.863734460045888E-23,3.8846660290530013E-23,4.498933704713258E-24,-7.172315704581421E-23,4.811152732490559E-22,9.099579770573841E-18,9.117630736461244E-18
